source,date,new_cases,deaths,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90-94,95-99
https://coronavirus.bg/bg/news/1846,14-05-2021,506,44,0,0,0,0,0,0,0,1,0,1,1,3,3,6,8,8,8,4,1,0
https://coronavirus.bg/bg/news/1842,13-05-2021,657,45,0,0,0,0,0,0,0,0,1,1,3,3,3,10,11,5,6,1,1,0
https://coronavirus.bg/bg/news/1839,12-05-2021,877,59,0,0,0,0,0,0,0,0,0,1,5,3,6,4,15,15,7,1,2,0
https://coronavirus.bg/bg/news/1834,11-05-2021,1078,116,0,0,0,0,0,0,0,0,0,2,3,7,14,16,18,21,20,12,3,0
https://coronavirus.bg/bg/news/1829,10-05-2021,241,27,0,0,0,0,0,0,0,0,1,1,1,2,1,2,7,7,1,3,1,0
https://coronavirus.bg/bg/news/1828,09-05-2021,466,16,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,6,2,1,0,1
https://coronavirus.bg/bg/news/1821,07-05-2021,545,27,0,0,0,0,0,0,0,0,0,0,0,1,4,2,7,6,6,1,0,0
https://coronavirus.bg/bg/news/1824,08-05-2021,1123,85,0,0,0,0,0,0,0,0,3,1,5,5,6,12,22,13,9,9,0,0
https://coronavirus.bg/bg/news/1819,06-05-2021,1635,164,0,0,0,0,0,0,0,1,2,1,9,5,17,31,38,23,19,13,4,1
https://coronavirus.bg/bg/news/1811,05-05-2021,367,61,0,0,0,0,0,0,0,1,0,1,3,1,7,6,16,14,8,3,1,0
https://coronavirus.bg/bg/news/1809,04-05-2021,631,56,0,0,0,0,0,0,0,0,1,1,2,1,9,8,13,11,7,3,0,0
https://coronavirus.bg/bg/news/1807,03-05-2021,348,48,0,0,0,0,0,0,0,0,0,3,1,2,4,6,8,11,9,4,0,0
https://coronavirus.bg/bg/news/1802,01-05-2021,652,31,0,0,0,0,0,0,0,0,0,1,0,2,3,4,4,8,3,4,1,1
https://coronavirus.bg/bg/news/1805,02-05-2021,466,45,0,0,0,0,0,0,0,0,0,2,2,2,6,4,9,7,7,4,2,0
https://coronavirus.bg/bg/news/1800,30-04-2021,1237,91,0,0,0,0,0,0,0,2,1,2,5,3,11,9,17,10,15,13,3,0
https://coronavirus.bg/bg/news/1792,29-04-2021,1382,96,0,0,0,1,0,0,2,0,1,2,2,4,6,16,16,14,21,7,3,1
https://coronavirus.bg/bg/news/1786,28-04-2021,1850,81,0,0,0,0,0,0,0,0,0,1,2,7,5,10,16,15,14,8,3,0
https://coronavirus.bg/bg/news/1783,27-04-2021,1759,194,0,0,0,0,0,0,1,0,3,2,5,7,24,36,34,32,35,13,2,0
https://coronavirus.bg/bg/news/1770,25-04-2021,798,33,0,0,0,0,0,0,0,0,0,1,2,2,2,6,8,4,3,5,0,0
https://coronavirus.bg/bg/news/1775,26-04-2021,400,48,0,0,0,0,0,0,0,0,3,1,1,0,6,8,9,5,8,4,3,0
https://coronavirus.bg/bg/news/1768,24-04-2021,1708,105,0,0,0,0,0,0,1,1,0,0,1,10,13,13,18,18,15,11,4,0
https://coronavirus.bg/bg/news/1759,23-04-2021,1681,103,0,0,0,0,0,0,0,1,0,2,3,3,11,16,24,19,14,8,2,0
https://coronavirus.bg/bg/news/1751,22-04-2021,2002,100,0,0,0,0,0,0,0,0,1,1,1,4,5,21,19,23,10,14,1,0
https://coronavirus.bg/bg/news/1749,21-04-2021,2096,106,0,0,0,0,0,0,0,0,2,2,5,5,10,15,19,20,19,6,3,0
https://coronavirus.bg/bg/news/1741,19-04-2021,418,57,0,0,0,0,0,0,0,0,0,0,2,2,9,10,12,6,10,6,0,0
https://coronavirus.bg/bg/news/1748,20-04-2021,2434,217,0,0,0,0,0,0,0,2,3,5,8,11,12,29,46,44,31,22,4,0
https://coronavirus.bg/bg/news/1737,17-04-2021,2126,121,0,0,0,0,1,1,1,0,0,3,7,8,14,15,31,13,16,8,3,0
https://coronavirus.bg/bg/news/1733,16-04-2021,2185,108,0,0,0,0,0,1,1,0,0,3,3,3,10,21,19,23,10,12,2,0
https://coronavirus.bg/bg/news/1740,18-04-2021,1076,38,0,0,0,0,0,0,0,1,0,1,1,3,3,5,5,9,5,5,0,0
https://coronavirus.bg/bg/news/1725,15-04-2021,2517,125,0,0,0,0,0,0,1,1,2,4,5,11,14,17,20,16,15,16,2,1
https://coronavirus.bg/bg/news/1722,14-04-2021,2944,127,0,0,0,0,0,0,0,2,0,1,7,6,16,18,24,25,16,10,2,0
https://coronavirus.bg/bg/news/1717,13-04-2021,3122,201,0,0,0,1,0,0,2,1,1,5,9,6,22,24,37,38,36,16,3,0
https://coronavirus.bg/bg/news/1715,12-04-2021,462,67,0,0,0,0,0,0,2,1,2,1,3,2,4,13,9,14,10,5,1,0
https://coronavirus.bg/bg/news/1712,11-04-2021,1352,43,0,0,0,0,0,0,0,0,2,1,2,3,8,3,11,5,6,0,2,0
https://coronavirus.bg/bg/news/1711,10-04-2021,2803,138,0,0,0,0,0,1,0,1,4,2,5,12,12,18,27,24,17,14,1,0
https://coronavirus.bg/bg/news/1707,09-04-2021,2957,136,0,0,0,0,0,0,0,0,4,2,3,9,14,22,27,24,18,11,2,0
https://coronavirus.bg/bg/news/1701,08-04-2021,3556,116,0,0,0,0,0,0,1,1,0,3,4,7,15,23,17,22,12,11,0,0
https://coronavirus.bg/bg/news/1697,07-04-2021,4004,132,0,0,0,0,0,0,0,1,3,4,6,8,10,15,21,29,22,12,1,0
https://coronavirus.bg/bg/news/1691,06-04-2021,3860,197,0,0,0,0,0,0,0,0,4,7,7,14,19,19,49,44,21,10,3,0
https://coronavirus.bg/bg/news/1680,03-04-2021,4013,125,0,0,0,0,0,1,2,0,2,1,3,8,7,29,23,22,14,9,4,0
https://coronavirus.bg/bg/news/1683,04-04-2021,1919,69,0,0,0,0,0,0,0,0,0,3,9,3,4,9,16,9,7,8,1,0
https://coronavirus.bg/bg/news/1684,05-04-2021,740,82,0,0,0,0,0,0,0,1,0,4,6,3,10,12,19,12,7,4,4,0
https://coronavirus.bg/bg/news/1664,02-04-2021,3694,116,0,0,0,0,0,0,3,0,3,2,8,3,14,14,25,18,14,11,1,0
https://coronavirus.bg/bg/news/1653,01-04-2021,4207,129,0,0,0,0,0,0,0,1,1,1,4,9,16,14,22,20,30,8,3,0
https://coronavirus.bg/bg/news/1641,31-03-2021,5176,155,0,0,0,0,0,1,1,0,3,1,4,4,16,24,41,25,21,10,4,0
https://coronavirus.bg/bg/news/1628,30-03-2021,4497,203,0,0,0,0,1,1,0,0,1,6,6,7,27,38,38,33,26,15,4,0
https://coronavirus.bg/bg/news/1621,29-03-2021,983,60,0,0,0,0,0,0,0,0,0,0,2,7,7,4,11,11,9,7,2,0
https://coronavirus.bg/bg/news/1617,27-03-2021,4129,89,0,0,0,0,0,0,0,0,2,2,5,5,10,13,17,17,10,5,2,1
https://coronavirus.bg/bg/news/1619,28-03-2021,2537,49,0,0,0,0,0,0,0,2,2,0,2,3,0,9,15,6,7,2,1,0
https://coronavirus.bg/bg/news/1608,26-03-2021,3988,99,0,0,0,0,0,0,0,1,2,2,1,6,14,17,23,17,5,9,2,0
https://coronavirus.bg/bg/news/1600,25-03-2021,4375,106,0,0,0,0,0,1,2,0,3,3,2,7,8,15,17,23,14,10,1,0
https://coronavirus.bg/bg/news/1590,24-03-2021,4851,119,0,0,0,0,0,1,0,3,4,4,3,6,10,19,27,19,14,6,3,0
https://coronavirus.bg/bg/news/1584,23-03-2021,4467,169,0,0,0,0,0,0,0,1,4,5,9,8,16,28,26,29,19,14,10,0
https://coronavirus.bg/bg/news/1577,22-03-2021,943,53,0,0,0,0,0,0,0,0,0,0,1,3,7,8,12,7,6,7,2,0
https://coronavirus.bg/bg/news/1575,21-03-2021,2541,34,0,0,0,0,0,0,0,1,0,0,2,1,2,5,9,6,5,3,0,0
https://coronavirus.bg/bg/news/1573,20-03-2021,4162,115,0,0,0,0,0,0,0,1,1,2,3,7,11,13,25,25,13,11,3,0
https://coronavirus.bg/bg/news/1565,19-03-2021,4008,102,0,0,0,0,0,0,0,0,5,2,2,7,10,15,20,16,18,5,2,0
https://coronavirus.bg/bg/news/1552,18-03-2021,4201,136,0,0,0,0,0,0,1,1,2,2,3,12,11,18,34,28,10,11,2,1
https://coronavirus.bg/bg/news/1541,17-03-2021,4374,107,0,0,0,0,0,0,0,1,1,3,2,1,8,18,19,19,19,11,5,0
https://coronavirus.bg/bg/news/1529,16-03-2021,4637,187,0,0,0,0,0,0,2,0,1,3,7,5,20,37,36,36,21,16,1,2
https://coronavirus.bg/bg/news/1522,15-03-2021,679,51,0,0,0,0,0,0,0,0,2,0,0,5,4,11,12,7,4,6,0,0
https://coronavirus.bg/bg/news/1520,14-03-2021,2019,38,0,0,0,0,0,0,0,0,0,1,4,4,1,7,8,4,3,4,2,0
https://coronavirus.bg/bg/news/1516,13-03-2021,3159,102,0,0,0,0,2,0,0,0,1,5,4,2,11,11,13,18,23,10,2,0
https://coronavirus.bg/bg/news/1501,12-03-2021,3121,95,0,0,0,0,0,0,0,3,4,2,4,6,8,10,17,15,15,10,1,0
https://coronavirus.bg/bg/news/1485,11-03-2021,2774,96,0,0,0,0,0,1,1,1,2,4,9,3,12,9,17,14,15,5,2,1
https://coronavirus.bg/bg/news/1465,10-03-2021,3502,138,0,0,0,0,0,0,0,1,1,1,3,8,12,20,31,22,22,13,4,0
https://coronavirus.bg/bg/news/1457,09-03-2021,2995,150,0,0,0,0,0,0,0,3,4,3,8,2,14,24,27,26,24,12,3,0
https://coronavirus.bg/bg/news/1446,08-03-2021,497,21,0,0,0,0,0,1,0,0,0,0,2,4,4,0,1,1,6,1,0,1
https://coronavirus.bg/bg/news/1444,07-03-2021,1426,22,0,0,0,0,0,0,0,0,0,1,1,1,3,4,4,3,3,1,1,0
https://coronavirus.bg/bg/news/1439,06-03-2021,3004,65,0,0,0,0,0,0,1,0,1,0,2,3,9,12,9,15,7,6,0,0
https://coronavirus.bg/bg/news/1428,05-03-2021,2198,93,0,0,0,0,0,0,2,0,1,2,1,7,7,15,17,16,17,4,4,0
https://coronavirus.bg/bg/news/1414,04-03-2021,1154,22,0,0,0,0,0,0,0,0,0,1,1,1,0,5,6,5,3,0,0,0
https://coronavirus.bg/bg/news/1411,03-03-2021,2403,83,0,0,0,0,0,0,0,1,1,1,1,4,10,14,19,17,9,5,1,0
https://coronavirus.bg/bg/news/1400,02-03-2021,2588,117,0,0,0,0,0,0,0,2,1,2,1,8,12,16,28,17,17,11,1,1
https://coronavirus.bg/bg/news/1388,28-02-2021,1079,39,0,0,0,0,0,0,0,0,0,1,2,1,2,8,12,5,5,3,0,0
https://coronavirus.bg/bg/news/1392,01-03-2021,332,24,0,0,0,0,0,0,0,0,0,0,1,1,3,4,8,3,1,2,1,0
https://coronavirus.bg/bg/news/1384,27-02-2021,1681,49,0,0,0,0,0,0,0,1,0,0,1,7,4,10,7,1,9,5,4,0
https://coronavirus.bg/bg/news/1378,26-02-2021,1822,53,0,0,0,0,0,0,0,1,0,2,2,2,5,10,10,9,6,6,0,0
https://coronavirus.bg/bg/news/1372,25-02-2021,1733,48,0,0,0,0,0,0,0,1,0,4,1,2,4,4,9,7,9,4,3,0
https://coronavirus.bg/bg/news/1368,24-02-2021,1800,45,0,0,0,0,0,0,1,0,0,1,3,4,10,5,10,4,4,3,0,0
https://coronavirus.bg/bg/news/1364,23-02-2021,1925,79,0,0,0,0,0,0,0,1,0,3,3,6,9,7,13,16,8,9,3,1
https://coronavirus.bg/bg/news/1353,21-02-2021,548,18,0,0,0,0,0,0,0,1,0,0,1,0,1,5,4,3,2,1,0,0
https://coronavirus.bg/bg/news/1358,22-02-2021,227,15,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,0,3,1,1,0
https://coronavirus.bg/bg/news/1351,20-02-2021,1463,35,0,0,0,0,0,0,0,0,1,0,1,0,3,4,9,5,8,3,1,0
https://coronavirus.bg/bg/news/1343,19-02-2021,1086,42,0,0,0,0,0,0,0,0,0,2,0,1,6,6,7,8,7,4,0,1
https://coronavirus.bg/bg/news/1339,18-02-2021,1246,41,0,0,0,0,0,0,0,0,0,1,1,2,6,4,10,8,6,2,1,0
https://coronavirus.bg/bg/news/1334,17-02-2021,1349,32,0,0,0,0,0,0,0,0,0,2,0,3,2,3,7,8,5,1,1,0
https://coronavirus.bg/bg/news/1330,16-02-2021,1068,47,0,0,0,0,0,0,0,1,0,1,3,1,5,14,8,2,8,3,1,0
https://coronavirus.bg/bg/news/1325,15-02-2021,163,16,0,0,0,0,0,0,0,0,1,0,0,0,0,5,3,4,1,2,0,0
https://coronavirus.bg/bg/news/1320,14-02-2021,506,14,0,0,0,0,0,0,1,0,0,1,0,0,3,1,3,2,2,1,0,0
https://coronavirus.bg/bg/news/1316,13-02-2021,966,33,0,0,0,0,0,0,1,0,0,3,1,0,3,4,3,3,7,6,2,0
https://coronavirus.bg/bg/news/1311,12-02-2021,1070,34,0,0,0,0,0,0,0,0,0,1,0,4,4,3,6,6,4,6,0,0
https://coronavirus.bg/bg/news/1306,11-02-2021,913,45,0,0,0,0,0,0,1,0,0,1,4,4,2,4,9,8,3,5,4,0
https://coronavirus.bg/bg/news/1299,10-02-2021,1212,62,0,0,0,0,0,0,0,0,1,2,3,5,5,6,13,10,4,10,3,0
https://coronavirus.bg/bg/news/1295,09-02-2021,1115,89,0,0,0,0,0,0,0,0,0,1,1,3,11,8,14,22,17,8,2,1
https://coronavirus.bg/bg/news/1287,07-02-2021,493,9,0,0,0,0,0,0,0,0,0,1,0,0,1,2,3,0,2,0,0,0
https://coronavirus.bg/bg/news/1289,08-02-2021,182,20,0,0,0,0,0,0,1,0,0,2,1,2,1,4,3,3,1,2,0,0
https://coronavirus.bg/bg/news/1283,06-02-2021,910,30,0,0,0,0,0,0,0,0,0,0,3,3,4,5,6,3,3,0,2,1
https://coronavirus.bg/bg/news/1279,05-02-2021,883,54,0,0,0,0,0,0,0,0,1,0,3,10,4,8,7,9,6,4,2,0
https://coronavirus.bg/bg/news/1273,04-02-2021,719,40,0,0,0,0,0,0,0,0,0,0,1,4,2,4,7,9,9,1,3,0
https://coronavirus.bg/bg/news/1265,03-02-2021,967,36,0,0,0,0,0,0,0,1,1,0,1,2,5,6,4,4,6,2,2,2
https://coronavirus.bg/bg/news/1261,02-02-2021,832,97,0,0,0,0,0,0,0,0,1,0,3,4,12,18,19,14,14,7,5,0
https://coronavirus.bg/bg/news/1248,01-02-2021,130,17,0,0,0,0,0,0,0,1,0,1,0,1,0,3,6,2,0,3,0,0
https://coronavirus.bg/bg/news/1244,31-01-2021,349,20,0,0,0,0,0,0,0,0,1,0,0,0,1,5,6,3,3,1,0,0
https://coronavirus.bg/bg/news/1240,30-01-2021,695,35,0,0,0,0,0,0,0,0,0,0,1,3,3,6,7,9,4,1,1,0
https://coronavirus.bg/bg/news/1229,29-01-2021,560,29,0,0,0,0,0,0,0,0,0,1,0,3,1,5,5,6,7,0,1,0
https://coronavirus.bg/bg/news/1221,28-01-2021,598,28,0,0,0,0,0,1,0,0,0,0,0,3,1,4,9,7,2,0,1,0
https://coronavirus.bg/bg/news/1208,27-01-2021,827,36,0,0,0,0,0,1,0,0,0,1,1,2,5,8,6,8,2,2,0,0
https://coronavirus.bg/bg/news/1202,26-01-2021,722,60,0,0,0,0,0,0,2,2,2,1,3,5,6,7,13,11,3,4,0,1
https://coronavirus.bg/bg/news/1195,25-01-2021,121,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,2,1,0,0
https://coronavirus.bg/bg/news/1192,24-01-2021,266,12,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,2,3,0,1,0
https://coronavirus.bg/bg/news/1188,23-01-2021,566,58,0,0,0,0,0,0,1,0,0,1,5,4,1,12,13,11,4,6,0,0
https://coronavirus.bg/bg/news/1180,22-01-2021,455,90,0,0,0,0,0,0,0,0,1,2,1,3,7,16,13,24,14,7,2,0
https://coronavirus.bg/bg/news/1171,21-01-2021,482,37,0,0,0,0,0,0,0,0,1,0,0,1,4,5,9,9,7,1,0,0
https://coronavirus.bg/bg/news/1167,20-01-2021,544,49,0,0,0,1,0,0,0,0,1,1,2,2,5,5,12,6,8,3,2,1
https://coronavirus.bg/bg/news/1162,19-01-2021,570,82,0,0,0,0,0,0,0,0,2,0,3,2,7,15,12,13,19,7,1,1
https://coronavirus.bg/bg/news/1157,18-01-2021,77,9,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,3,1,1,0,0
https://coronavirus.bg/bg/news/1153,17-01-2021,233,17,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,6,1,1,0
https://coronavirus.bg/bg/news/1150,16-01-2021,552,61,0,0,0,0,0,0,0,0,0,1,1,4,6,10,7,16,9,4,2,1
https://coronavirus.bg/bg/news/1147,15-01-2021,535,47,0,0,0,0,0,0,0,0,0,2,1,3,2,9,8,7,11,3,0,1
https://coronavirus.bg/bg/news/1139,14-01-2021,535,70,0,0,0,0,0,0,0,2,0,1,4,6,6,6,9,10,16,7,2,1
https://coronavirus.bg/bg/news/1126,12-01-2021,620,106,0,0,0,0,0,0,0,0,1,0,0,6,15,13,24,17,14,11,5,0
https://coronavirus.bg/bg/news/1130,13-01-2021,750,47,0,0,0,0,0,0,0,1,1,0,2,3,1,12,11,4,6,5,1,0
https://coronavirus.bg/bg/news/1116,09-01-2021,753,61,0,0,0,0,0,0,1,0,0,1,2,2,1,8,10,11,13,10,2,0
https://coronavirus.bg/bg/news/1121,11-01-2021,105,29,0,0,0,0,0,0,0,0,0,1,0,1,1,5,7,4,4,6,0,0
https://coronavirus.bg/bg/news/1120,10-01-2021,394,19,0,0,0,0,0,0,0,0,0,2,2,0,2,2,4,3,3,1,0,0
https://coronavirus.bg/bg/news/1110,08-01-2021,867,56,0,0,0,0,0,0,0,0,1,2,2,1,7,2,14,10,9,7,1,0
https://coronavirus.bg/bg/news/1104,07-01-2021,1002,59,0,0,0,0,0,0,0,0,0,1,2,1,5,10,16,12,9,3,0,0
https://coronavirus.bg/bg/news/1098,06-01-2021,1310,67,0,0,0,0,0,0,2,0,1,1,1,3,9,10,10,10,13,7,0,0
https://coronavirus.bg/bg/news/1093,05-01-2021,1029,157,0,0,0,0,0,0,0,1,1,3,3,9,22,25,24,25,21,17,5,1
https://coronavirus.bg/bg/news/1088,04-01-2021,171,34,0,0,0,0,0,0,0,0,0,1,0,1,4,7,4,6,5,4,2,0
https://coronavirus.bg/bg/news/1082,01-01-2021,1046,61,0,0,0,0,0,1,1,0,0,1,3,6,4,7,18,6,5,8,1,0
https://coronavirus.bg/bg/news/1087,03-01-2021,340,40,0,0,0,0,0,0,0,0,0,1,0,2,4,9,8,4,9,2,1,0
https://coronavirus.bg/bg/news/1078,31-12-2020,1729,110,0,0,0,0,0,0,0,1,0,1,3,4,18,17,24,21,13,5,2,1
https://coronavirus.bg/bg/news/1084,02-01-2021,274,28,0,0,0,0,0,0,0,0,0,0,0,2,3,5,6,5,4,3,0,0
https://coronavirus.bg/bg/news/1068,30-12-2020,1438,154,0,0,0,0,0,2,0,1,3,1,2,9,13,21,34,24,21,20,3,0
https://coronavirus.bg/bg/news/1060,28-12-2020,332,41,0,0,0,0,0,0,0,1,1,0,0,1,5,7,9,7,4,6,0,0
https://coronavirus.bg/bg/news/1063,29-12-2020,337,87,0,0,0,0,0,0,0,0,1,0,5,3,7,14,17,15,13,7,5,0
https://coronavirus.bg/bg/news/1056,27-12-2020,469,50,0,0,0,0,0,0,0,0,1,1,1,3,5,10,7,11,9,1,1,0
https://coronavirus.bg/bg/news/1052,26-12-2020,257,50,0,0,0,0,0,0,0,0,0,1,1,2,6,9,10,5,10,6,0,0
https://coronavirus.bg/bg/news/1045,24-12-2020,1615,99,0,0,0,0,0,0,0,0,0,3,1,11,12,16,18,15,12,9,2,0
https://coronavirus.bg/bg/news/1038,23-12-2020,1799,114,0,0,0,0,0,0,0,0,0,1,2,6,21,14,19,17,21,12,1,0
https://coronavirus.bg/bg/news/1050,25-12-2020,772,45,0,0,0,1,0,0,0,1,0,0,5,1,4,7,7,10,3,4,2,0
https://coronavirus.bg/bg/news/1034,22-12-2020,1277,155,0,0,0,0,0,0,0,0,2,3,4,7,17,25,30,35,17,12,3,0
https://coronavirus.bg/bg/news/1025,21-12-2020,166,58,0,0,0,0,0,0,0,0,0,1,2,1,5,6,10,15,11,5,1,1
https://coronavirus.bg/bg/news/1020,20-12-2020,1002,55,0,0,0,0,0,0,0,0,0,0,1,0,4,15,12,9,9,2,3,0
https://coronavirus.bg/bg/news/1017,19-12-2020,1739,157,0,0,0,0,0,0,1,0,1,1,7,13,16,25,25,27,27,10,4,0
https://coronavirus.bg/bg/news/1011,18-12-2020,2042,143,0,0,0,0,0,0,0,0,2,3,3,11,13,20,27,29,25,10,0,0
https://coronavirus.bg/bg/news/997,16-12-2020,2743,167,0,0,0,0,0,0,2,0,1,2,11,10,18,30,31,22,25,14,1,0
https://coronavirus.bg/bg/news/985,15-12-2020,2095,150,0,0,0,0,0,0,1,1,2,4,2,9,13,27,40,21,16,11,2,1
https://coronavirus.bg/bg/news/979,14-12-2020,497,62,0,0,0,0,0,0,0,0,0,2,2,4,12,13,11,9,3,5,1,0
https://coronavirus.bg/bg/news/977,13-12-2020,1287,64,0,0,0,0,0,0,1,1,1,2,0,5,2,13,20,9,5,5,0,0
https://coronavirus.bg/bg/news/975,12-12-2020,3097,157,0,0,0,0,0,0,1,0,3,3,6,6,17,14,31,25,32,16,1,2
https://coronavirus.bg/bg/news/968,11-12-2020,3075,122,0,0,0,0,0,0,0,0,4,4,2,7,22,19,24,13,20,6,1,0
https://coronavirus.bg/bg/news/965,10-12-2020,3328,127,0,0,0,0,0,0,0,0,1,3,5,8,17,15,29,23,15,7,4,0
https://coronavirus.bg/bg/news/955,09-12-2020,3980,146,0,0,0,0,0,0,2,2,3,1,6,12,19,21,27,27,17,7,2,0
https://coronavirus.bg/bg/news/952,08-12-2020,2764,213,0,0,0,0,0,1,0,1,5,6,2,14,30,32,35,35,28,19,3,2
https://coronavirus.bg/bg/news/946,07-12-2020,577,68,0,0,0,0,0,0,1,0,0,2,4,7,9,6,13,15,7,3,1,0
https://coronavirus.bg/bg/news/943,05-12-2020,3614,147,0,0,0,0,1,0,0,0,2,7,7,15,12,26,30,20,17,9,1,0
https://coronavirus.bg/bg/news/937,04-12-2020,3280,154,0,0,0,1,0,0,1,1,0,5,5,12,18,27,29,21,21,10,2,1
https://coronavirus.bg/bg/news/945,06-12-2020,2037,79,0,0,0,1,0,0,0,0,0,2,2,9,5,14,16,16,9,4,0,1
https://coronavirus.bg/bg/news/931,03-12-2020,3138,159,0,0,0,0,0,0,0,2,1,3,4,17,13,22,32,32,17,12,4,0
https://coronavirus.bg/bg/news/921,02-12-2020,3475,152,0,0,0,0,0,0,0,1,1,7,1,11,24,21,20,30,21,10,4,1
https://coronavirus.bg/bg/news/914,01-12-2020,2814,221,0,0,1,0,0,1,1,2,3,3,6,15,23,31,41,35,34,15,8,2
https://coronavirus.bg/bg/news/900,29-11-2020,1792,69,0,0,0,0,0,0,0,2,2,4,0,8,11,10,8,9,9,5,1,0
https://coronavirus.bg/bg/news/905,30-11-2020,739,65,0,0,0,0,0,0,1,0,1,3,4,4,8,11,9,8,9,7,0,0
https://coronavirus.bg/bg/news/899,28-11-2020,3327,151,0,0,0,0,1,0,0,1,2,2,8,6,20,17,35,31,14,10,4,0
https://coronavirus.bg/bg/news/891,27-11-2020,3568,162,0,0,0,0,0,2,0,1,4,3,3,10,16,26,35,35,16,8,2,1
https://coronavirus.bg/bg/news/888,26-11-2020,3712,141,0,0,0,0,0,0,3,0,2,3,5,7,9,31,28,23,14,14,2,0
https://coronavirus.bg/bg/news/881,25-11-2020,4382,156,0,0,0,0,0,0,3,0,3,3,5,10,23,19,29,29,20,10,1,1
https://coronavirus.bg/bg/news/878,24-11-2020,3146,189,0,0,0,0,0,0,1,5,3,3,5,15,23,30,40,28,27,6,3,0
https://coronavirus.bg/bg/news/874,23-11-2020,1123,60,0,0,0,0,0,0,0,0,0,1,3,4,7,7,12,10,11,4,1,0
https://coronavirus.bg/bg/news/873,22-11-2020,2279,42,0,0,0,1,0,0,0,1,0,0,3,3,7,6,10,3,3,4,1,0
https://coronavirus.bg/bg/news/863,20-11-2020,3899,119,0,0,0,0,0,0,1,0,1,2,6,8,11,23,25,19,13,7,2,1
https://coronavirus.bg/bg/news/870,21-11-2020,3983,129,0,0,0,0,0,0,0,1,4,5,9,8,17,24,24,20,13,2,2,0
https://coronavirus.bg/bg/news/857,19-11-2020,3938,117,0,0,0,0,0,1,1,0,2,4,3,11,17,20,24,15,13,5,1,0
https://coronavirus.bg/bg/news/841,18-11-2020,4828,131,0,0,0,0,0,0,1,1,2,5,7,5,13,19,29,17,22,9,0,1
https://coronavirus.bg/bg/news/838,17-11-2020,3519,152,0,0,0,0,0,0,0,0,3,3,11,12,18,19,35,27,14,8,2,0
https://coronavirus.bg/bg/news/833,15-11-2020,2498,36,0,0,0,0,0,0,0,0,0,0,3,4,7,3,6,5,5,3,0,0
https://coronavirus.bg/bg/news/831,14-11-2020,4212,84,0,0,0,0,0,0,1,1,2,2,5,7,11,10,15,11,11,7,1,0
https://coronavirus.bg/bg/news/835,16-11-2020,816,40,0,0,0,0,0,0,0,0,2,0,0,3,3,8,7,9,0,6,1,1
https://coronavirus.bg/bg/news/824,13-11-2020,3414,72,0,0,0,0,0,0,0,2,3,1,0,7,10,7,18,12,6,4,2,0
https://coronavirus.bg/bg/news/817,12-11-2020,3945,47,0,0,0,0,1,0,0,0,2,2,2,2,4,7,5,9,10,3,0,0
https://coronavirus.bg/bg/news/797,10-11-2020,3816,106,0,0,0,0,0,0,0,0,2,1,2,10,18,20,19,13,15,5,1,0
https://coronavirus.bg/bg/news/803,11-11-2020,4390,80,0,0,0,0,0,0,0,1,1,2,4,7,12,13,15,8,8,8,1,0
https://coronavirus.bg/bg/news/792,07-11-2020,2301,56,0,0,0,0,0,0,0,0,0,1,4,5,10,11,8,10,4,3,0,0
https://coronavirus.bg/bg/news/795,09-11-2020,675,33,0,0,0,0,0,0,0,0,0,1,0,1,6,6,4,4,9,2,0,0
https://coronavirus.bg/bg/news/783,06-11-2020,3754,52,0,0,0,0,0,1,0,0,1,2,2,4,4,8,9,8,9,3,1,0
https://coronavirus.bg/bg/news/788,07-11-2020,3839,58,0,0,0,0,0,0,1,0,0,3,5,6,6,6,12,11,5,3,0,0
https://coronavirus.bg/bg/news/775,05-11-2020,4054,54,0,0,0,0,0,0,0,0,0,1,2,2,10,10,7,9,8,2,1,1
https://coronavirus.bg/bg/news/769,04-11-2020,4041,63,0,0,0,0,0,0,0,0,0,1,2,6,7,9,10,9,8,10,1,0
https://coronavirus.bg/bg/news/760,03-11-2020,2427,51,0,0,0,0,1,0,1,0,1,1,5,3,7,4,10,9,7,2,0,0
https://coronavirus.bg/bg/news/753,02-11-2020,1225,19,0,0,0,0,0,0,0,1,0,1,0,1,4,0,7,2,2,1,0,0
https://coronavirus.bg/bg/news/746,31-10-2020,2891,29,0,0,0,0,0,0,0,1,2,1,0,3,4,6,4,3,3,2,0,0
https://coronavirus.bg/bg/news/748,01-11-2020,1803,24,0,0,0,0,0,0,1,1,1,1,1,1,3,4,5,4,2,0,0,0
https://coronavirus.bg/bg/news/740,30-10-2020,2689,28,0,0,0,0,0,1,0,0,0,1,3,5,6,2,4,4,0,2,0,0
https://coronavirus.bg/bg/news/733,29-10-2020,2760,36,0,0,0,0,0,0,0,0,2,0,3,1,4,7,9,4,3,3,0,0
